SCP #,Title,rating,Classification,Type,Related GOI(s),Location Notes,Author,Leaked info,Humanoid or Structure,"Animal, Computer or Extradimensional",Autonomous or Cognitohazard),"Artifact, Location or Sentient",Summary,Gender,,Ethnicity / Origins
1644,The Obelisk,,safe,artifact,,,,,,,,artifact / location,,,,
1645,The Viper and the Virus,,euclid,animal,,,,,,animal,,,,,,
1646,Vendetta,,safe,humanoid,,,,,humanoid,,,,,,,
1647,Log of Extra-Scholastic Events,,keter,mind-affecting,,,,,,,,,,,,
1648,The Hunch and The Huzzard,,safe,humanoid,,,,,humanoid,,,,,,,
1649,Heck and Becker's Timely Hour,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1651,Carnival Prize,,safe,visual,,,,,,,,,,,,
1652,Mercy in the Storm,,euclid,humanoid,,,,,humanoid,,,location,,,,
1653,I Want,,safe,autonomous,,,,,,,autonomous,sentient,,,,
1654,Knowledge of the Cause,,euclid,infohazard,,,,,,,,,,,,
1655,Sorrow Tick,,euclid,animal,,,,,,animal,,,,,,
1656,Jealous Limbs,,euclid,sapient,,,,,,,,,,,,
1657,MAN EGG,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1658,Textual Mold,,euclid,visual,,,,,,,,,,,,
1659,Directorate K,,keter,humanoid,,,,,humanoid,,,sentient,,,,
1660,Unearthly Forest,,safe,extradimensional,MC&D Ltd,,,,,extradimensional,,,,,,
1661,Gremlins,,euclid,mechanical,,,,,,,,,,,,
1662,Paupers' Post,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
1663,Containment Site 1663-0,,euclid,location,,,,,,,,location,,,,
1664,Living Ink,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
1665,"8 Across, 18 Across",,safe,document,,,,,,,,,,,,
1666,The Devil's Music,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1667,Shoe-In,,euclid,clothing,,,,,,,,,,,,
1668,Deliver Us From Knowledge,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1669,Self-Terminating Loop,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1670,Interdimensional House of Pancakes,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
1671,Corpse Mine,,euclid,humanoid,,,,,humanoid,,autonomous,location,,,,
1672,Thinking Inside the Box,,safe,cognitohazard,Are We Cool Yet?,,,,,,cognitohazard,,,,,
1673,Friendly Graveyard,,safe,humanoid,,,,,humanoid,,autonomous,location,,,,
1674,Camera Obscura,,safe,extradimensional,,,,,,extradimensional,autonomous,,,,,
1675,Goose Terminator,,safe,Weapon,,,,,,,,,,,,
1676,Customer Loyalty Program,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1677,The Song Stuck In Your Head,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1678,UnLondon,,euclid,location,,,,,,,,location,,,,
1679,Post-Mortem Peoples' Choice,,euclid,humanoid,,,,,humanoid,,,location,,,,
1680,Tyler,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1681,American Idols,,keter,cognitohazard,GRU-P,,,,,,cognitohazard,,,,,
1682,Solar Parasite,,safe,extraterrestrial,,,,,,,,,,,,
1683,Moonstruck Bedroom,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1684,Viral Realty,,euclid,cognitohazard,,,,,,,cognitohazard,sentient,,,,
1685,View Points,,safe,extraterrestrial,,,,,,,,,,,,
1686,Fishy Rain,,euclid,extradimensional animal,,,,,,extradimensional / animal,,location,,,,
1688,Brain Storm,,euclid,mind-affecting,,,,,,,,,,,,
1689,Bag of Holding Potatoes,,safe,extradimensional,,,,,,extradimensional,,,,,,
1690,Sentimental Sushi Man with a Wasabi Sculpture,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
1691,A Revolving Door,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1692,Came Back Haunted,,euclid,humanoid,,,,,humanoid,,autonomous,location,,,,
1693,Infectious dementia,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1694,The Ghosts of Venus,,euclid,extraterrestrial,,,,,,,,,,,,
1695,Circus Contraption,,safe,artifact,Herman Fuller,,,,,,,artifact,,,,
1696,Dr. Wondertainment’s Little Big-Banger™,,safe,cube,Dr. Wondertainment,,,,,,,,,,,
1697,The Écorché Father,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1698,You Can't Get There From Here,,keter,location,,,,,,,,location,,,,
1699,Inferior Volcano,,euclid,sentient location,,,,,,,,sentient / location,,,,
1700,Debtshop,,euclid,building,,,,,,,,,,,,
1701,Sapient Nuclear Reactor Colony,,safe,structure,,,,,structure,,,sentient / location,,,,
1702,The French Hive,,euclid,humanoid,,,,,humanoid,,,,,,,French
1703,Slightly Radioactive Lightbulb,,safe,artifact,,,,,,,,artifact,,,,
1704,Finished Business,,euclid,humanoid structure,Global Occult C.,,,,humanoid / structure,extradimensional,,sentient,,,,
1705,A Collection of Bones,,safe,biological,,,,,,,,,,,,
1706,Eater of Dreams,,euclid,electronic,,,,,,,,,,,,
1707,New Skin,,euclid,animal,,,,,,animal,,,,,,
1708,The Hollowed,,euclid,humanoid,Horizon Initiative,,,,humanoid,,,sentient,,,,
1709,Human Fetus Composite,,safe,humanoid,,,,,humanoid,,,sentient,,female,,Peruvian
1710,Life as a Tree,,euclid,sentient,,,,,,,,sentient,,,,
1712,"An Unusual Occurrence On August 11th, 1959",,euclid,animal,,,,,,animal,,sentient,,,,
1713,Mechanical Curiosity,,safe,autonomous,,,,,,,autonomous,,,,,
1714,The Parsimonious Physicist,,keter,mathematical,,,,,,,,,,,,
1715,Online Friend,,euclid,computer,,,,,,computer,,sentient,,,,
1716,Imperfect Life Extender,,safe,artifact,MC&D Ltd,,,,,,,artifact,,,,
1717,Green ACRES,,keter,contagion,,,,,,,,,,,,
1718,Experimental Containment Unit,,euclid,container,,,,,,,,,,,,
1719,The Harrison-Grey Effect,,euclid,humanoid,,,,,humanoid,animal,,,,,,
1720,Hijacked Space Probe,,neutralized,autonomous,,,,,,,autonomous,sentient,,,,
1723,Radio Intercepting Woman,,safe,humanoid,GRU-P,,,,humanoid,,,sentient,,,,
1724,Soul Meter,,safe,cognitohazard,Fifthist,,,,,,cognitohazard,artifact,,,,
1725,Servant Enhancements,,safe,transfiguration,MC&D Ltd,,,,,,,,,,,
1726,The Library and the Pillar,,euclid,humanoid,,,,,humanoid,,,,,,,
1727,Auto-Heaven,,safe,appliance,,,,,,,,,,,,
1728,Buttery Decapitated Highwayman,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1729,The Collectors,,euclid,autonomous,,,,,,,autonomous,,,,,
1730,What Happened to Site-13?,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1731,An Exercise in Futility,,safe,extradimensional,,,,,,extradimensional,,,,,,
1732,Septimius Leo,,safe,animal,,,,,,animal,,,,,,
1734,The Hole in the Deck,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1735,Kind of Impenetrable Barrier,,safe,location,,,,,,,,location,,,,
1736,Voice of the Light,,keter,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
1737,The Referee,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1738,Phobia Sampler,,safe,visual,MC&D Ltd,,,,,,,,,,,
1739,Obsolete Laptop,,keter,computer,,,,,,computer,,,,,,
1740,Playgrounded,,safe,structure,,,,,structure,,autonomous,,,,,
1741,A Boat Ride,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
1742,A Squalid Development,,safe,biohazard,,,,,,,,,,,,
1743,A Situation Comedy,,euclid,humanoid,,,,,humanoid,,,,,,,
1744,Shell Secrets,,safe,animal,,,,,,animal,,,,,,
1745,Phantom Helicopter,,keter,autonomous,GRU-P,,,,,,autonomous,,,,,
1746,Anomalous Weather Pattern,,euclid,meteorological,,,,,,,,,,,,
1747,"Going, Going, Gone",,euclid,humanoid,,,,,humanoid,,,,,,,
1748,The Dragon's Legacy,,keter,artifact,,,,,,,,artifact,,,,
1749,Trans-American Murder Messengers,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1750,Model TH-223,,safe,sphere,,,,,,,,,,,,
1751,Event Perception,,keter,infohazard,,,,,,,,,,,,
1752,Helpline,,euclid,sentient location,,,,,,,,sentient / location,,,,
1753,Vertigo,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1754,Unskulling Skull,,safe,sentient,,,,,,,,sentient,,,,
1755,Cotton Blight,,keter,animal,,,,,,animal,,,,,,
1756,At the Movies,,safe,electronic,,,,,,,,,,,,
1757,Recorded Curio,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1758,O Mio Babbino Caro,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1759,Lovely Lucy,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1760,Casket Garden,,euclid,humanoid,,,,,humanoid,,autonomous,location,,,,
1761,The Republic of Arnold Fitzwilliams,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
1762,Where The Dragons Went,,safe,autonomous,,,,,,,autonomous,artifact / sentient,,,,
1763,Found Space Theatre,,safe,extradimensional,,,,,,extradimensional,,location,,,,
1764,DARD Information Restrictions Apply,,Deviant-9,artifact,,,,,,,,,,,,
1765,Sisters,,keter,humanoid,Serpents Hand,,,,humanoid,,,sentient,,,,
1766,Radar Signature,,euclid,vehicle,,,,,,,,,,,,
1767,An Urban Slump,,euclid,humanoid,,,,,humanoid,,autonomous,location,,,,
1768,Floor Games,,euclid,autonomous,,,,,,,autonomous,,,,,
1769,The Beloved,,keter,computer,,,,,,computer,cognitohazard,,,,,
1771,Seasonal House,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
1773,Gumi Beeps,,safe,animal,,,,,,animal,,,,,,
1774,The Proof's Equipment,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1775,Retail Specters,,euclid,humanoid,,,,,humanoid,,,,,,,
1776,The Patriot's Folly,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
1777,Kings Cave,,safe,humanoid,,,,,humanoid,,,,,,,
1778,Valor,,euclid,humanoid,GRU-P,,,,humanoid,,,sentient,,,,
1779,Dime Consumers,,euclid,animal,,,,,,animal,,,,,,
1780,The Temporal Anomalies Department,,safe,artifact,,,,,,,,artifact,,,,
1781,Moonlight Theater Presents: Hugo Weaving,,safe,structure,,,,,structure,,autonomous,,,,,
1782,Tabula Rasa,,euclid,building,,,,,,,,,,,,
1783,Cardboard Cutout Dog,,safe,biohazard,Serpents Hand,,,,,,,,,,,
1784,Skywriter Sloths,,safe,animal,,,,,,animal,,sentient,,,,
1785,A Rose By Any Other Name,,safe,plant,,,,,,,,,,,,
1786,A Rowboat,,safe,autonomous,,,,,,,autonomous,,,,,
1787,The Dog Whittler,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1788,The Adults,,keter,humanoid,,,,,humanoid,,,sentient,,,,
1789,Irate Finger,,euclid,telepathic,,,,,,,,,,,,
1790,Layla,,keter,humanoid,,,,,humanoid,,,sentient,,female,,hispanic
1791,Mobile Homes,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
1792,Viral Video,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1793,A Happy Bunny,,euclid,animal,,,,,,animal,,sentient,,,,
1794,Sapient Grapefruit,,safe,sentient,,,,,,,,sentient,,,,
1795,The Star Womb,,safe,extraterrestrial,,,,,,,,,,,,
1796,TOP SECRET DOCUMENTS,,safe,container,Unusual Incidents U.,,,,,,,,,,,
1797,Kitten Flu,,euclid,transfiguration,,,,,,,,,,,,
1798,Boeing's Best,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1799,Mr. Laugh,,safe,humanoid,Dr. Wondertainment,,,,humanoid,,,,,,,
1800,The Minotaur,,safe,metallic,Are We Cool Yet?,,,,,,,,,,,
1801,Sharing Sickness,,keter,sentient,,,,,,,,sentient,,,,
1802,Skip,,safe,humanoid,Are We Cool Yet?,,,,humanoid,,,sentient,,,,
1803,The Collage,,euclid,building,Are We Cool Yet?,,,,,,,,,,,
1805,A Real Doll,,euclid,humanoid,,,,,humanoid,,autonomous,artifact / sentient,,,,
1807,Home Sweet Okapi,,euclid,humanoid,,,,,humanoid,extradimensional / animal,,sentient,,,,
1808,Spongebob Watches,,safe,transfiguration,MC&D Ltd,,,,,,,,,,,
1809,Microscopic Cellular Housing Enthusiasts,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
1810,Mr. Pierrot,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1811,Shelf Life,,safe,transfiguration,,,,,,,,,,,,
1812,Extralunar Meme,,keter,extraterrestrial,,,,,,,,,,,,
1813,Schrödinger,,safe,animal,,,,,,animal,,,,,,
1815,A Mercurial Doppelganger,,euclid,extraterrestrial,,,,,,,,,,,,
1816,With Skill and Care,,safe,plant,,,,,,,,,,,,
1817,It is a Mist Eerie,,euclid,humanoid,,,,,humanoid,,autonomous,sentient / location,,,,
1818,Flying Rabbits,,euclid,animal,,,,,,animal,,,,,,
1819,Darkness is Only Skin Deep.,,euclid,mind-affecting,,,,,,,,,,,,
1820,The Lost Cabin,,euclid,location,,,,,,,,location,,,,
1821,Light-Extinguishing Gulper,,safe,animal,,,,,,animal,,sentient,,,,
1822,The Colonization Guide,,safe,artifact,,,,,,,,artifact,,,,
1823,Rock in a Hard Place,,keter,extradimensional,,,,,,extradimensional,,sentient,,,,
1824,A Mother's Son,,neutralized,humanoid,,,,,humanoid,,,sentient,,,,
1825,The Wrecking Pinball,,safe,artifact,,,,,,,,artifact,,,,
1826,Victims of the Wild Hunt,,neutralized,sentient,,,,,,,,sentient,,,,
1827,A Trap for Turkeys,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1828,An Accurate Dollhouse,,safe,container,,,,,,,,,,,,
1829,Carnivorous Waterslide,,euclid,structure,,,,,structure,,,,,,,
1830,The Guardian Projection,,safe,humanoid,,,,,humanoid,,,sentient,,,,Chinese
1831,Cryonic Tea Party,,euclid,humanoid,,,,,humanoid,,,artifact,,,,
1832,Faith Half-Healer,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
1833,Class of '76,,safe,document,,,,,,,,,,,,
1834,Uriel Fishbones,,safe,humanoid,Herman Fuller,,,,humanoid,,,sentient,,,,African
1835,Rupertian Zeppelins,,euclid,extradimensional,,,,,,extradimensional,autonomous,,,,,
1836,Mother in the Ice,,euclid,humanoid,,,,,humanoid,animal,,sentient,,,,
1837,Acid Mop,,safe,autonomous,,,,,,,autonomous,sentient,,,,
1838,Bob,,keter,autonomous,,,,,,,autonomous,,,,,
1840,A Persistent Corpse,,safe,humanoid,,,,,humanoid,,,,,,,
1841,"So Much To See, So Much Unseen",,safe,document,,,,,,,,,,,,
1842,Dr. Wondertainment's Magic Microwave Set!,,safe,toy,Dr. Wondertainment,,,,,,,,,,,
1843,God of Lambs,,safe,extraterrestrial,,,,,,,,,,,,
1844,"Crater at 31.7███° N, 35.1███° E",,euclid,location,,,,,,,,location,,,,
1845,Animal Kingdom,,safe,animal,,,,,,animal,,sentient,,,,
1846,Maize Angel,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1847,The Rake,,euclid,humanoid,MC&D Ltd,,,,humanoid,,cognitohazard,sentient,,male,,white
1849,Telepathic Parrot,,safe,animal,,,,,,animal,,sentient,,,,
1850,Accipiter sopwithii,,safe,alive,,,,,,,,,,,,
1851,Doll House,,euclid,humanoid,,,,,humanoid,,,,,female,,white
1852,Dictus Ultima,,safe,mathematical,,,,,,,,,,,,
1853,Performance Enhancer,,safe,artifact,Prometheus Labs,,,,,,,artifact,,,,
1854,Consumerism,,safe,artifact,,,,,,,,artifact,,,,
1855,Old Roads,,safe,extradimensional,,,,,,extradimensional,,location,,,,
1856,Corrosive Corpse,,euclid,humanoid,,,,,humanoid,,,,,,,
1857,Cultist Skull,,euclid,humanoid,,,,,humanoid,computer,,artifact,,,,
1858,Playing Chicken,,euclid,autonomous,,,,,,,autonomous,location,,,,
1859,Life Over Geological Time,,euclid,alive,,,,,,,,,,,,
1860,Its Bleeding Song,,euclid,humanoid,Herman Fuller,,,,humanoid,,,sentient,,,,
1861,The Crew of the HMS Wintersheimer,,keter,humanoid,,,,,humanoid,,autonomous,sentient,,,,
1862,The Fluoridated Man,,euclid,humanoid,Unusual Incidents U.,,,,humanoid,,,sentient,,,,
1863,Lime Liftoff and Sarsaparilla Cream,,euclid,liquid,,,,,,,,,,,,
1864,The Lonely Liar,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
1865,TaoTao,,safe,clothing,,,,,,,,,,,,
1866,The Phone Bill,,safe,mathematical,,,,,,,,,,,,
1868,Speaks For Her,,safe,sentient,,,,,,,,sentient,,,,
1869,The Silence of the Forest,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
1870,Record Skip,,euclid,humanoid,,,,,humanoid,,,location,,,,
1871,Vorpal Sword,,safe,liquid,,,,,,,,,,,,
1872,Vehicular Lazer Pointer,,safe,vehicle,,,,,,,,,,,,
1873,What's in the box?,,safe,artifact,,,,,,,,artifact,,,,
1874,Zis Boom Baa,,safe,animal,,,,,,animal,,,,,,
1876,Selfish Toothbrush,,safe,temporal,,,,,,,,,,,,
1877,The Guts of the Earth,,safe,humanoid,,,,,humanoid,,,,,,,
1878,Milkman Mimic,,euclid,humanoid,,,,,humanoid,,,location,,,,
1879,Indoor Salesman,,keter,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
1880,Gem of Aspects,,safe,artifact,Nobody,,,,,,,artifact,,,,
1881,Arcade Machine,,safe,electronic,,,,,,,,,,,,
1882,MC&D Television,,safe,electronic,MC&D Ltd,,,,,,,,,,,
1883,Gamification,,euclid,game,Are We Cool Yet?,,,,,,,,,,,
1884,Madame Rezarta and Her Amazing Palm Reader,,safe,humanoid,Herman Fuller,,,,humanoid,,,sentient,,,,
1885,Fissile Molar,,euclid,transfiguration,,,,,,,,,,,,
1886,The More The Merrier,,euclid,clothing,,,,,,,,,,,,
1887,Quantum Mechanics,,keter,sentient,,,,,,,,sentient,,,,
1888,Terraforming Temple,,safe,location,,,,,,,,location,,,,
1889,Calculus Trap,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1890,The Family Photo Album,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
1891,Constructeur,,safe,artistic,,,,,,,,,,,,
1892,Psychiatry Chair,,safe,visual,,,,,,,,,,,,
1894,Crash Course Diet,,safe,autonomous,,,,,,,autonomous,,,,,
1895,A Rigged Game,,safe,electronic,,,,,,,,,,,,
1896,The Family Tire Swing,,safe,autonomous,,,,,,,autonomous,artifact,,,,
1897,Human Domestication Society,,euclid,humanoid,,,,,humanoid,computer,,sentient,,,,
1898,Non-Euclidian Playsets,,safe,artifact,,,,,,,,artifact,,,,
1899,Suspended Bullet,,safe,Weapon,Global Occult C.,,,,,,,,,,,
1900,Dr. Bryshevskiy’s Book,,euclid,computer,,,,,,computer,,,,,,
1901,Elvis Lives,,euclid,cognitohazard,,,,,,,cognitohazard,artifact,,,,
1902,Amnesiac Deity of the Wastes,,euclid,artifact,,,,,,,,artifact,,,,
1903,Jackie's Secret,,euclid,humanoid,,,,,humanoid,animal,,sentient,,,,
1904,Play Tubes,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1905,Dino Hunter Model 6,,safe,animal,,,,,,animal,,,,,,
1906,A Pleasant Place to Read,,euclid,animal,,,,,,animal,,,,,,
1907,The Nexus,,euclid,structure,,,,,structure,extradimensional,,location,,,,
1908,Mr. Soap,,euclid,humanoid,Dr. Wondertainment,,,,humanoid,,,sentient,,,,
1909,Conquerer's Tomb,,euclid,structure,,,,,structure,,,,,,,
1910,Plant-Repairing Hookah,,safe,artifact,,,,,,,,artifact,,,,
1911,Gramgrams,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1912,A Sticky Pocket Watch,,euclid,liquid,,,,,,,,,,,,
1913,The Furies,,euclid,humanoid,,,,,humanoid,animal,,sentient,,,,
1914,Refurbished Infantry Personnel,,euclid,humanoid,Prometheus Labs,,,,humanoid,,,,,,,
1915,Status Quo,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1916,Zero-Gee-Whiz! Moon Rocks™,,safe,food,Dr. Wondertainment,,,,,,,,,,,
1917,The Armour Maker,,safe,autonomous,,,,,,,autonomous,sentient,,,,
1918,Tik Tak Tow,,euclid,location,,,,,,,,location,,,,
1919,Hotel of Duplicates,,euclid,humanoid,,,,,humanoid,,,,,,,
1920,Turbine of the Future!,,safe,extradimensional,,,,,,extradimensional,,artifact,,,,
1921,Black Cotton Candy,,safe,artifact,Herman Fuller,,,,,,,artifact,,,,
1922,Limbo,,safe,humanoid,,,,,humanoid,,,sentient,,male,,white
1923,Asteroid Forest,,euclid,extraterrestrial,,,,,,,,,,,,
1924,Broken Man,,euclid,humanoid,,,,,humanoid,,,,,male,,white
1925,Dearest Caroline,,euclid,humanoid,,,,,humanoid,extradimensional,,,,,,
1926,The Mewts,,safe,animal,,,,,,animal,autonomous,,,,,
1927,Camouflage Crawler,,safe,visual,,,,,,,,,,,,
1928,The Family Banjo,,safe,mind-affecting,,,,,,,,,,,,
1929,Down To Earth,,euclid,location,,,,,,,,location,,,,
1931,The Bite of Flight,,safe,animal,Herman Fuller,,,,,animal,,,,,,
1932,Differently-perceived Playground,,safe,structure,,,,,structure,,cognitohazard,,,,,
1933,Baileys Santa,,safe,humanoid,,,,,humanoid,,,,,male,,white
1935,An Empty Chamber,,neutralized,building,,,,,,,,,,,,
1936,Daleport,,euclid,extradimensional,,,,,,extradimensional,,,,,,
1937,Self-Love Shack,,safe,building,,,,,,,,,,,,
1938,Dr. Wondertainment's Amaze-O Dive Tank®,,safe,liquid,Dr. Wondertainment,,,,,,,,,,,
1939,Radio Occupied Europe,,safe,extradimensional,,,,,,extradimensional,,,,,,
1940,The Anywhere Store,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1941,Lunar Von Neumann Catastrophe,,euclid,autonomous,,,,,,,autonomous,,,,,
1942,Industrious Ants,,euclid,sentient,,,,,,,,sentient,,,,
1943,No Anomalies Detected,,euclid,humanoid,Chaos Insurgency,,,,humanoid,,,sentient,,,,
1944,Ascension Burger,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1945,A Slow-Scan Signal,,safe,humanoid,,,,,humanoid,,,sentient,,,,
1946,Diner Mimics,,safe,humanoid,,,,,humanoid,,,,,,,
1947,Emission Sphere,,euclid,extraterrestrial,,,,,,,,,,,,
1948,Weather Bird,,safe,animal,,,,,,animal,,,,,,
1949,Jonathan Harris,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
1950,The Infectious Time Loop,,euclid,humanoid,,,,,humanoid,,,,,,,
1951,Nuclear Family,,euclid,humanoid structure,,,,,humanoid / structure,,autonomous,location,,,,
1952,Duckutus of Gorb,,euclid,humanoid,,,,,humanoid,,,,,,,
1953,Artist Stomach Bugs,,safe,biohazard,,,,,,,,,,,,
1954,Helen Homemaker's Hints For The Harried Housewife,,safe,document,,,,,,,,,,,,
1955,Spleen Eaters From Venus!,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
1956,The Gnomes,,euclid,humanoid,Herman Fuller,,,,humanoid,,,,,,,
1957,Cleanliness,,euclid,artifact,,,,,,,,artifact,,,,
1960,Neptunian Text Messages,,euclid,sentient,,,,,,,,sentient,,,,
1961,Transformation Booth,,euclid,artifact,,,,,,,,artifact,,,,
1962,Ancient Egyptian Superweapon,,safe,Weapon,,,,,,,,,,,,
1963,Very Funny Slingshot,,euclid,Weapon,,,,,,,,,,,,
1964,Anomalous Television,,euclid,electronic,,,,,,,,,,,,
1965,A Voice Amidst the Silence,,keter,sentient,,,,,,,,sentient,,,,
1966,Sentient Body Scanner,,euclid,sentient,,,,,,,,sentient,,,,
1967,Shortcuts,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
1968,Global Retrocausality Torus,,thaumiel,artifact,,,,,,,,artifact,,,,
1969,Disco Inferno,,keter,autonomous,MC&D Ltd,,,,,,autonomous,artifact,,,,
1970,Little Men in the Television,,safe,humanoid,,,,,humanoid,,,,,,,
1971,Town That Never Existed,,safe,electronic,,,,,,,,,,,,
1972,The Whore and the Cop,,euclid,humanoid,,,,,humanoid,animal,,,,,,
1973,The Sinking Field,,euclid,location,,,,,,,,location,,,,
1974,Debating Tub and Communist Water,,safe,sentient,,,,,,,,sentient,,,,
1975,Vindictive Hula Girl,,safe,artifact,,,,,,,,artifact,,,,
1976,Father and Son,,safe,humanoid,,,,,humanoid,,cognitohazard,,,,,
1977,Eye of the Storm,,safe,sapient,,,,,,,,,,,,
1978,Imperfect Redemption,,safe,artifact,,,,,,,,artifact,,,,
1979,Relativistic Treadmill,,safe,artifact,,,,,,,,artifact,,,,
1980,Alien Invasion,,euclid,structure,,,,,structure,,,sentient,,,,
1982,First Southern Fifthist,,safe,humanoid,Fifthist,,,,humanoid,,,,,,,
1984,Dead Hand,,keter,sentient,,,,,,,,sentient,,,,
1985,Recovered K-Class Scenario Research Device,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,African American
1986,Imaginary Library,,safe,extradimensional,,,,,,extradimensional,,location,,,,
1987,The Valthing,,euclid,humanoid,,,,,humanoid,,,,,,,
1988,Respiration,,euclid,building,,,,,,,,,,,,
1989,The LaserDisc Player,,safe,electronic,MC&D Ltd,,,,,,,,,,,
